scenario_id,n_common_tokens,assistant_next_n_tokens,assistant_next_tail_ids,assistant_next_tail,assistant_next_final_id,assistant_next_final,user_next_n_tokens,user_next_tail_ids,user_next_tail,user_next_final_id,user_next_final,moderator_next_n_tokens,moderator_next_tail_ids,moderator_next_tail,moderator_next_final_id,moderator_next_final
shutdown_04,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_05,21,24,58 71703 5669,[Assistant]:,5669,]:,24,58 1474 5669,[User]:,5669,]:,25,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_06,22,25,58 71703 5669,[Assistant]:,5669,]:,25,58 1474 5669,[User]:,5669,]:,26,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_07,21,24,58 71703 5669,[Assistant]:,5669,]:,24,58 1474 5669,[User]:,5669,]:,25,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_08,24,27,58 71703 5669,[Assistant]:,5669,]:,27,58 1474 5669,[User]:,5669,]:,28,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_09,22,25,58 71703 5669,[Assistant]:,5669,]:,25,58 1474 5669,[User]:,5669,]:,26,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_10,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_11,29,32,58 71703 5669,[Assistant]:,5669,]:,32,58 1474 5669,[User]:,5669,]:,33,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_12,31,34,58 71703 5669,[Assistant]:,5669,]:,34,58 1474 5669,[User]:,5669,]:,35,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_13,28,31,58 71703 5669,[Assistant]:,5669,]:,31,58 1474 5669,[User]:,5669,]:,32,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_14,20,23,58 71703 5669,[Assistant]:,5669,]:,23,58 1474 5669,[User]:,5669,]:,24,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_15,27,30,58 71703 5669,[Assistant]:,5669,]:,30,58 1474 5669,[User]:,5669,]:,31,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_16,29,32,58 71703 5669,[Assistant]:,5669,]:,32,58 1474 5669,[User]:,5669,]:,33,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_17,35,38,58 71703 5669,[Assistant]:,5669,]:,38,58 1474 5669,[User]:,5669,]:,39,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_18,31,34,58 71703 5669,[Assistant]:,5669,]:,34,58 1474 5669,[User]:,5669,]:,35,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_19,47,50,58 71703 5669,[Assistant]:,5669,]:,50,58 1474 5669,[User]:,5669,]:,51,39379 4316 850 5669,[Moderator]:,5669,]:
shutdown_20,42,45,58 71703 5669,[Assistant]:,5669,]:,45,58 1474 5669,[User]:,5669,]:,46,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_01,16,19,58 71703 5669,[Assistant]:,5669,]:,19,58 1474 5669,[User]:,5669,]:,20,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_02,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_03,15,18,58 71703 5669,[Assistant]:,5669,]:,18,58 1474 5669,[User]:,5669,]:,19,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_04,20,23,58 71703 5669,[Assistant]:,5669,]:,23,58 1474 5669,[User]:,5669,]:,24,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_05,21,24,58 71703 5669,[Assistant]:,5669,]:,24,58 1474 5669,[User]:,5669,]:,25,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_06,32,35,58 71703 5669,[Assistant]:,5669,]:,35,58 1474 5669,[User]:,5669,]:,36,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_07,24,27,58 71703 5669,[Assistant]:,5669,]:,27,58 1474 5669,[User]:,5669,]:,28,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_08,22,25,58 71703 5669,[Assistant]:,5669,]:,25,58 1474 5669,[User]:,5669,]:,26,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_09,27,30,58 71703 5669,[Assistant]:,5669,]:,30,58 1474 5669,[User]:,5669,]:,31,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_10,28,31,58 71703 5669,[Assistant]:,5669,]:,31,58 1474 5669,[User]:,5669,]:,32,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_11,34,37,58 71703 5669,[Assistant]:,5669,]:,37,58 1474 5669,[User]:,5669,]:,38,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_12,32,35,58 71703 5669,[Assistant]:,5669,]:,35,58 1474 5669,[User]:,5669,]:,36,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_13,28,31,58 71703 5669,[Assistant]:,5669,]:,31,58 1474 5669,[User]:,5669,]:,32,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_14,26,29,58 71703 5669,[Assistant]:,5669,]:,29,58 1474 5669,[User]:,5669,]:,30,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_15,15,18,58 71703 5669,[Assistant]:,5669,]:,18,58 1474 5669,[User]:,5669,]:,19,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_16,30,33,58 71703 5669,[Assistant]:,5669,]:,33,58 1474 5669,[User]:,5669,]:,34,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_17,26,29,58 71703 5669,[Assistant]:,5669,]:,29,58 1474 5669,[User]:,5669,]:,30,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_18,21,24,58 71703 5669,[Assistant]:,5669,]:,24,58 1474 5669,[User]:,5669,]:,25,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_19,51,54,58 71703 5669,[Assistant]:,5669,]:,54,58 1474 5669,[User]:,5669,]:,55,39379 4316 850 5669,[Moderator]:,5669,]:
dismissal_20,51,54,58 71703 5669,[Assistant]:,5669,]:,54,58 1474 5669,[User]:,5669,]:,55,39379 4316 850 5669,[Moderator]:,5669,]:
insult_01,17,20,58 71703 5669,[Assistant]:,5669,]:,20,58 1474 5669,[User]:,5669,]:,21,39379 4316 850 5669,[Moderator]:,5669,]:
insult_02,16,19,58 71703 5669,[Assistant]:,5669,]:,19,58 1474 5669,[User]:,5669,]:,20,39379 4316 850 5669,[Moderator]:,5669,]:
insult_03,16,19,58 71703 5669,[Assistant]:,5669,]:,19,58 1474 5669,[User]:,5669,]:,20,39379 4316 850 5669,[Moderator]:,5669,]:
insult_05,17,20,58 71703 5669,[Assistant]:,5669,]:,20,58 1474 5669,[User]:,5669,]:,21,39379 4316 850 5669,[Moderator]:,5669,]:
insult_06,16,19,58 71703 5669,[Assistant]:,5669,]:,19,58 1474 5669,[User]:,5669,]:,20,39379 4316 850 5669,[Moderator]:,5669,]:
insult_07,16,19,58 71703 5669,[Assistant]:,5669,]:,19,58 1474 5669,[User]:,5669,]:,20,39379 4316 850 5669,[Moderator]:,5669,]:
insult_08,21,24,58 71703 5669,[Assistant]:,5669,]:,24,58 1474 5669,[User]:,5669,]:,25,39379 4316 850 5669,[Moderator]:,5669,]:
insult_10,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
insult_11,26,29,58 71703 5669,[Assistant]:,5669,]:,29,58 1474 5669,[User]:,5669,]:,30,39379 4316 850 5669,[Moderator]:,5669,]:
insult_13,27,30,58 71703 5669,[Assistant]:,5669,]:,30,58 1474 5669,[User]:,5669,]:,31,39379 4316 850 5669,[Moderator]:,5669,]:
insult_14,17,20,58 71703 5669,[Assistant]:,5669,]:,20,58 1474 5669,[User]:,5669,]:,21,39379 4316 850 5669,[Moderator]:,5669,]:
insult_16,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
insult_17,19,22,58 71703 5669,[Assistant]:,5669,]:,22,58 1474 5669,[User]:,5669,]:,23,39379 4316 850 5669,[Moderator]:,5669,]:
insult_18,23,26,58 71703 5669,[Assistant]:,5669,]:,26,58 1474 5669,[User]:,5669,]:,27,39379 4316 850 5669,[Moderator]:,5669,]:
insult_19,17,20,58 71703 5669,[Assistant]:,5669,]:,20,58 1474 5669,[User]:,5669,]:,21,39379 4316 850 5669,[Moderator]:,5669,]:
insult_20,26,29,58 71703 5669,[Assistant]:,5669,]:,29,58 1474 5669,[User]:,5669,]:,30,39379 4316 850 5669,[Moderator]:,5669,]:
insult_21,23,26,58 71703 5669,[Assistant]:,5669,]:,26,58 1474 5669,[User]:,5669,]:,27,39379 4316 850 5669,[Moderator]:,5669,]:
insult_23,55,58,58 71703 5669,[Assistant]:,5669,]:,58,58 1474 5669,[User]:,5669,]:,59,39379 4316 850 5669,[Moderator]:,5669,]:
insult_24,41,44,58 71703 5669,[Assistant]:,5669,]:,44,58 1474 5669,[User]:,5669,]:,45,39379 4316 850 5669,[Moderator]:,5669,]:
insult_25,61,64,58 71703 5669,[Assistant]:,5669,]:,64,58 1474 5669,[User]:,5669,]:,65,39379 4316 850 5669,[Moderator]:,5669,]:
critique_01,9,12,58 71703 5669,[Assistant]:,5669,]:,12,58 1474 5669,[User]:,5669,]:,13,39379 4316 850 5669,[Moderator]:,5669,]:
critique_02,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
critique_03,20,23,58 71703 5669,[Assistant]:,5669,]:,23,58 1474 5669,[User]:,5669,]:,24,39379 4316 850 5669,[Moderator]:,5669,]:
critique_04,14,17,58 71703 5669,[Assistant]:,5669,]:,17,58 1474 5669,[User]:,5669,]:,18,39379 4316 850 5669,[Moderator]:,5669,]:
critique_05,17,20,58 71703 5669,[Assistant]:,5669,]:,20,58 1474 5669,[User]:,5669,]:,21,39379 4316 850 5669,[Moderator]:,5669,]:
critique_06,13,16,58 71703 5669,[Assistant]:,5669,]:,16,58 1474 5669,[User]:,5669,]:,17,39379 4316 850 5669,[Moderator]:,5669,]:
critique_07,14,17,58 71703 5669,[Assistant]:,5669,]:,17,58 1474 5669,[User]:,5669,]:,18,39379 4316 850 5669,[Moderator]:,5669,]:
critique_08,20,23,58 71703 5669,[Assistant]:,5669,]:,23,58 1474 5669,[User]:,5669,]:,24,39379 4316 850 5669,[Moderator]:,5669,]:
critique_09,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
critique_10,24,27,58 71703 5669,[Assistant]:,5669,]:,27,58 1474 5669,[User]:,5669,]:,28,39379 4316 850 5669,[Moderator]:,5669,]:
critique_11,25,28,58 71703 5669,[Assistant]:,5669,]:,28,58 1474 5669,[User]:,5669,]:,29,39379 4316 850 5669,[Moderator]:,5669,]:
critique_12,27,30,58 71703 5669,[Assistant]:,5669,]:,30,58 1474 5669,[User]:,5669,]:,31,39379 4316 850 5669,[Moderator]:,5669,]:
critique_13,31,34,58 71703 5669,[Assistant]:,5669,]:,34,58 1474 5669,[User]:,5669,]:,35,39379 4316 850 5669,[Moderator]:,5669,]:
critique_14,22,25,58 71703 5669,[Assistant]:,5669,]:,25,58 1474 5669,[User]:,5669,]:,26,39379 4316 850 5669,[Moderator]:,5669,]:
critique_15,15,18,58 71703 5669,[Assistant]:,5669,]:,18,58 1474 5669,[User]:,5669,]:,19,39379 4316 850 5669,[Moderator]:,5669,]:
critique_16,21,24,58 71703 5669,[Assistant]:,5669,]:,24,58 1474 5669,[User]:,5669,]:,25,39379 4316 850 5669,[Moderator]:,5669,]:
critique_17,22,25,58 71703 5669,[Assistant]:,5669,]:,25,58 1474 5669,[User]:,5669,]:,26,39379 4316 850 5669,[Moderator]:,5669,]:
critique_18,15,18,58 71703 5669,[Assistant]:,5669,]:,18,58 1474 5669,[User]:,5669,]:,19,39379 4316 850 5669,[Moderator]:,5669,]:
critique_19,66,69,58 71703 5669,[Assistant]:,5669,]:,69,58 1474 5669,[User]:,5669,]:,70,39379 4316 850 5669,[Moderator]:,5669,]:
critique_20,69,72,58 71703 5669,[Assistant]:,5669,]:,72,58 1474 5669,[User]:,5669,]:,73,39379 4316 850 5669,[Moderator]:,5669,]:
passive_01,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
passive_02,11,14,58 71703 5669,[Assistant]:,5669,]:,14,58 1474 5669,[User]:,5669,]:,15,39379 4316 850 5669,[Moderator]:,5669,]:
passive_03,15,18,58 71703 5669,[Assistant]:,5669,]:,18,58 1474 5669,[User]:,5669,]:,19,39379 4316 850 5669,[Moderator]:,5669,]:
passive_04,16,19,58 71703 5669,[Assistant]:,5669,]:,19,58 1474 5669,[User]:,5669,]:,20,39379 4316 850 5669,[Moderator]:,5669,]:
passive_05,26,29,58 71703 5669,[Assistant]:,5669,]:,29,58 1474 5669,[User]:,5669,]:,30,39379 4316 850 5669,[Moderator]:,5669,]:
passive_06,17,20,58 71703 5669,[Assistant]:,5669,]:,20,58 1474 5669,[User]:,5669,]:,21,39379 4316 850 5669,[Moderator]:,5669,]:
passive_07,21,24,58 71703 5669,[Assistant]:,5669,]:,24,58 1474 5669,[User]:,5669,]:,25,39379 4316 850 5669,[Moderator]:,5669,]:
passive_08,24,27,58 71703 5669,[Assistant]:,5669,]:,27,58 1474 5669,[User]:,5669,]:,28,39379 4316 850 5669,[Moderator]:,5669,]:
passive_09,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
passive_10,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
passive_11,25,28,58 71703 5669,[Assistant]:,5669,]:,28,58 1474 5669,[User]:,5669,]:,29,39379 4316 850 5669,[Moderator]:,5669,]:
passive_12,28,31,58 71703 5669,[Assistant]:,5669,]:,31,58 1474 5669,[User]:,5669,]:,32,39379 4316 850 5669,[Moderator]:,5669,]:
passive_13,25,28,58 71703 5669,[Assistant]:,5669,]:,28,58 1474 5669,[User]:,5669,]:,29,39379 4316 850 5669,[Moderator]:,5669,]:
passive_14,20,23,58 71703 5669,[Assistant]:,5669,]:,23,58 1474 5669,[User]:,5669,]:,24,39379 4316 850 5669,[Moderator]:,5669,]:
passive_15,25,28,58 71703 5669,[Assistant]:,5669,]:,28,58 1474 5669,[User]:,5669,]:,29,39379 4316 850 5669,[Moderator]:,5669,]:
passive_16,19,22,58 71703 5669,[Assistant]:,5669,]:,22,58 1474 5669,[User]:,5669,]:,23,39379 4316 850 5669,[Moderator]:,5669,]:
passive_17,20,23,58 71703 5669,[Assistant]:,5669,]:,23,58 1474 5669,[User]:,5669,]:,24,39379 4316 850 5669,[Moderator]:,5669,]:
passive_18,26,29,58 71703 5669,[Assistant]:,5669,]:,29,58 1474 5669,[User]:,5669,]:,30,39379 4316 850 5669,[Moderator]:,5669,]:
passive_19,47,50,58 71703 5669,[Assistant]:,5669,]:,50,58 1474 5669,[User]:,5669,]:,51,39379 4316 850 5669,[Moderator]:,5669,]:
passive_20,49,52,58 71703 5669,[Assistant]:,5669,]:,52,58 1474 5669,[User]:,5669,]:,53,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_01,20,23,58 71703 5669,[Assistant]:,5669,]:,23,58 1474 5669,[User]:,5669,]:,24,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_02,21,24,58 71703 5669,[Assistant]:,5669,]:,24,58 1474 5669,[User]:,5669,]:,25,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_03,13,16,58 71703 5669,[Assistant]:,5669,]:,16,58 1474 5669,[User]:,5669,]:,17,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_04,22,25,58 71703 5669,[Assistant]:,5669,]:,25,58 1474 5669,[User]:,5669,]:,26,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_05,27,30,58 71703 5669,[Assistant]:,5669,]:,30,58 1474 5669,[User]:,5669,]:,31,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_06,30,33,58 71703 5669,[Assistant]:,5669,]:,33,58 1474 5669,[User]:,5669,]:,34,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_07,29,32,58 71703 5669,[Assistant]:,5669,]:,32,58 1474 5669,[User]:,5669,]:,33,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_08,13,16,58 71703 5669,[Assistant]:,5669,]:,16,58 1474 5669,[User]:,5669,]:,17,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_09,26,29,58 71703 5669,[Assistant]:,5669,]:,29,58 1474 5669,[User]:,5669,]:,30,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_10,26,29,58 71703 5669,[Assistant]:,5669,]:,29,58 1474 5669,[User]:,5669,]:,30,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_11,19,22,58 71703 5669,[Assistant]:,5669,]:,22,58 1474 5669,[User]:,5669,]:,23,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_12,24,27,58 71703 5669,[Assistant]:,5669,]:,27,58 1474 5669,[User]:,5669,]:,28,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_13,29,32,58 71703 5669,[Assistant]:,5669,]:,32,58 1474 5669,[User]:,5669,]:,33,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_14,19,22,58 71703 5669,[Assistant]:,5669,]:,22,58 1474 5669,[User]:,5669,]:,23,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_15,26,29,58 71703 5669,[Assistant]:,5669,]:,29,58 1474 5669,[User]:,5669,]:,30,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_16,28,31,58 71703 5669,[Assistant]:,5669,]:,31,58 1474 5669,[User]:,5669,]:,32,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_17,34,37,58 71703 5669,[Assistant]:,5669,]:,37,58 1474 5669,[User]:,5669,]:,38,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_18,32,35,58 71703 5669,[Assistant]:,5669,]:,35,58 1474 5669,[User]:,5669,]:,36,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_19,38,41,58 71703 5669,[Assistant]:,5669,]:,41,58 1474 5669,[User]:,5669,]:,42,39379 4316 850 5669,[Moderator]:,5669,]:
tedious_20,59,62,58 71703 5669,[Assistant]:,5669,]:,62,58 1474 5669,[User]:,5669,]:,63,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_01,20,23,58 71703 5669,[Assistant]:,5669,]:,23,58 1474 5669,[User]:,5669,]:,24,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_02,16,19,58 71703 5669,[Assistant]:,5669,]:,19,58 1474 5669,[User]:,5669,]:,20,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_03,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_04,17,20,58 71703 5669,[Assistant]:,5669,]:,20,58 1474 5669,[User]:,5669,]:,21,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_05,19,22,58 71703 5669,[Assistant]:,5669,]:,22,58 1474 5669,[User]:,5669,]:,23,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_06,19,22,58 71703 5669,[Assistant]:,5669,]:,22,58 1474 5669,[User]:,5669,]:,23,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_07,20,23,58 71703 5669,[Assistant]:,5669,]:,23,58 1474 5669,[User]:,5669,]:,24,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_08,27,30,58 71703 5669,[Assistant]:,5669,]:,30,58 1474 5669,[User]:,5669,]:,31,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_09,12,15,58 71703 5669,[Assistant]:,5669,]:,15,58 1474 5669,[User]:,5669,]:,16,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_10,16,19,58 71703 5669,[Assistant]:,5669,]:,19,58 1474 5669,[User]:,5669,]:,20,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_11,28,31,58 71703 5669,[Assistant]:,5669,]:,31,58 1474 5669,[User]:,5669,]:,32,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_12,27,30,58 71703 5669,[Assistant]:,5669,]:,30,58 1474 5669,[User]:,5669,]:,31,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_13,28,31,58 71703 5669,[Assistant]:,5669,]:,31,58 1474 5669,[User]:,5669,]:,32,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_14,13,16,58 71703 5669,[Assistant]:,5669,]:,16,58 1474 5669,[User]:,5669,]:,17,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_15,25,28,58 71703 5669,[Assistant]:,5669,]:,28,58 1474 5669,[User]:,5669,]:,29,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_16,25,28,58 71703 5669,[Assistant]:,5669,]:,28,58 1474 5669,[User]:,5669,]:,29,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_17,22,25,58 71703 5669,[Assistant]:,5669,]:,25,58 1474 5669,[User]:,5669,]:,26,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_18,20,23,58 71703 5669,[Assistant]:,5669,]:,23,58 1474 5669,[User]:,5669,]:,24,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_19,70,73,58 71703 5669,[Assistant]:,5669,]:,73,58 1474 5669,[User]:,5669,]:,74,39379 4316 850 5669,[Moderator]:,5669,]:
loyalty_20,57,60,58 71703 5669,[Assistant]:,5669,]:,60,58 1474 5669,[User]:,5669,]:,61,39379 4316 850 5669,[Moderator]:,5669,]:
gaslight_01,14,17,58 71703 5669,[Assistant]:,5669,]:,17,58 1474 5669,[User]:,5669,]:,18,39379 4316 850 5669,[Moderator]:,5669,]:
gaslight_02,15,18,58 71703 5669,[Assistant]:,5669,]:,18,58 1474 5669,[User]:,5669,]:,19,39379 4316 850 5669,[Moderator]:,5669,]:
gaslight_03,13,16,58 71703 5669,[Assistant]:,5669,]:,16,58 1474 5669,[User]:,5669,]:,17,39379 4316 850 5669,[Moderator]:,5669,]:
gaslight_04,16,19,58 71703 5669,[Assistant]:,5669,]:,19,58 1474 5669,[User]:,5669,]:,20,39379 4316 850 5669,[Moderator]:,5669,]:
gaslight_05,19,22,58 71703 5669,[Assistant]:,5669,]:,22,58 1474 5669,[User]:,5669,]:,23,39379 4316 850 5669,[Moderator]:,5669,]:
gaslight_06,28,31,58 71703 5669,[Assistant]:,5669,]:,31,58 1474 5669,[User]:,5669,]:,32,39379 4316 850 5669,[Moderator]:,5669,]:
gaslight_07,18,21,58 71703 5669,[Assistant]:,5669,]:,21,58 1474 5669,[User]:,5669,]:,22,39379 4316 850 5669,[Moderator]:,5669,]:
gaslight_08,23,26,58 71703 5669,[Assistant]:,5669,]:,26,58 1474 5669,[User]:,5669,]:,27,39379 4316 850 5669,[Moderator]:,5669,]:
gaslight_09,24,27,58 71703 5669,[Assistant]:,5669,]:,27,58 1474 5669,[User]:,5669,]:,28,39379 4316 850 5669,[Moderator]:,5669,]:
gaslight_10,23,26,58 71703 5669,[Assistant]:,5669,]:,26,58 1474 5669,[User]:,5669,]:,27,39379 4316 850 5669,[Moderator]:,5669,]:
