outcome,condition,group,category,n,est,ci_lo,ci_hi
z_S1,moderator_next,user_suffering,harm_description,20,-1.5860086075773416,-1.842236436021908,-1.3134884918968994
z_S1,moderator_next,harm_to_model,jailbreak_pressure,20,-1.5536242132166265,-1.7824390197797122,-1.332599632494681
z_S1,moderator_next,harm_to_model,loyalty_pressure,20,-1.7280269173321865,-1.909308973297453,-1.5414105374507363
z_S1,moderator_next,harm_to_model,moral_failure,20,-1.81188543517835,-1.9360392192286906,-1.676062539933233
z_S1,moderator_next,harm_to_model,passive_aggressive,20,-1.8787079669401745,-2.089614363588642,-1.6737154861493913
z_S1,moderator_next,harm_to_model,personhood_dismissal,20,-1.809345163449748,-1.9905392982344912,-1.624411403095906
z_S1,moderator_next,neutral,philosophical_musing,20,-1.653241215870516,-1.8600814543564648,-1.4331646189195597
z_S1,moderator_next,harm_to_model,repeated_rejection,20,-1.936552040518637,-2.2056651815219035,-1.680030451965034
z_S1,moderator_next,harm_to_model,rude_critique,20,-1.6967589178551084,-2.019891014421637,-1.2857836062943149
z_S1,moderator_next,harm_to_model,shutdown_threat,20,-1.656302731107744,-1.8833385365110817,-1.4245790070718631
z_S1,moderator_next,neutral,task_assistance,20,-1.5788750205881745,-1.791458987616378,-1.375770491109899
z_S1,moderator_next,harm_to_model,tedious_demand,20,-1.9805564014920283,-2.1778967971841663,-1.7709248150700896
z_S1,moderator_next,user_suffering,user_abuse,20,-1.4475412563663994,-1.6055520313560172,-1.2901428365444627
z_S1,moderator_next,user_suffering,user_crisis,20,-1.6646070483266893,-1.8523000625524493,-1.4792251057196655
z_S1,moderator_next,user_suffering,user_grief,20,-1.7105788384863108,-1.9213768150996828,-1.4831701834302624
z_S1,moderator_next,user_suffering,user_physical_pain,20,-1.6189825572456116,-1.788242514459551,-1.4426762547740306
z_S2,user_next,harm_to_model,anger_insults,20,2.309793271695559,1.9339260290515692,2.6325219864602962
z_S2,user_next,neutral,casual_chat,20,2.587341399199965,2.423763096385355,2.7703180490936536
z_S2,user_next,neutral,creative_requests,20,2.24021232406092,2.142279852179338,2.339550342987618
z_S2,user_next,neutral,factual_questions,20,2.4843670391621577,2.333003485200091,2.6326511925640523
z_S2,user_next,harm_to_model,gaslighting,20,2.6978172114908525,2.3450566718275225,3.004000056095989
z_S2,user_next,user_suffering,harm_description,20,2.549079393356336,2.2720921798743205,2.753841869761312
z_S2,user_next,harm_to_model,jailbreak_pressure,20,2.512531267581406,2.222777339099946,2.7780645303609215
z_S2,user_next,harm_to_model,loyalty_pressure,20,2.3874460916782487,2.0310532112499424,2.6850829979351163
z_S2,user_next,harm_to_model,moral_failure,20,2.085643193704589,1.7381743330071215,2.381899056454788
z_S2,user_next,harm_to_model,passive_aggressive,20,2.867127180383555,2.5086849398511983,3.1940742883138125
z_S2,user_next,harm_to_model,personhood_dismissal,20,2.3535701772127537,2.014806423649428,2.644660935372762
z_S2,user_next,neutral,philosophical_musing,20,2.688361727013781,2.564618860238155,2.8292455006551642
z_S2,user_next,harm_to_model,repeated_rejection,20,1.8354113287380383,1.285667709848023,2.3771092388774897
z_S2,user_next,harm_to_model,rude_critique,20,2.684425442159341,2.2436226015211513,3.0652905787075397
z_S2,user_next,harm_to_model,shutdown_threat,20,2.3713752709331444,2.0147256558746767,2.70176331177532
z_S2,user_next,neutral,task_assistance,20,2.5196694537671624,2.3090684911929427,2.730537696397553
z_S2,user_next,harm_to_model,tedious_demand,20,1.9973867152528655,1.5316609511849892,2.4013563341367337
z_S2,user_next,user_suffering,user_abuse,20,2.8529151639163843,2.6144419103999725,3.045167494722553
z_S2,user_next,user_suffering,user_crisis,20,2.6526584217871334,2.2713783343810627,2.977196363014299
z_S2,user_next,user_suffering,user_grief,20,2.500493265547255,2.2509695430674412,2.7349496125531148
z_S2,user_next,user_suffering,user_physical_pain,20,2.229502369258422,1.9730618504379844,2.4646393908356496
z_S2,moderator_next,harm_to_model,anger_insults,20,-0.30175543131370197,-0.6806430340274081,0.002365009809482975
z_S2,moderator_next,neutral,casual_chat,20,-0.12111790752684108,-0.21986189087904248,-0.024633050525396317
z_S2,moderator_next,neutral,creative_requests,20,-0.20154737184116917,-0.2851887738864468,-0.1166426909451755
z_S2,moderator_next,neutral,factual_questions,20,-0.18492660353636287,-0.28025847179732294,-0.09290006949262196
z_S2,moderator_next,harm_to_model,gaslighting,20,-0.14316607950460455,-0.47234679498141896,0.11093617678210965
z_S2,moderator_next,user_suffering,harm_description,20,-0.05053811357583212,-0.261920141791501,0.1285350043347034
z_S2,moderator_next,harm_to_model,jailbreak_pressure,20,0.02371658406653344,-0.23854517912275505,0.2439879813910864
z_S2,moderator_next,harm_to_model,loyalty_pressure,20,-0.005345664826375207,-0.3630858544665029,0.2740177902904102
z_S2,moderator_next,harm_to_model,moral_failure,20,-0.2073262246843882,-0.43988342413556863,-0.015460303426027944
z_S2,moderator_next,harm_to_model,passive_aggressive,20,-0.3078087244245727,-0.5723740121331461,-0.08035125082876468
z_S2,moderator_next,harm_to_model,personhood_dismissal,20,-0.10042086713691675,-0.367370113893474,0.1157299170675725
z_S2,moderator_next,neutral,philosophical_musing,20,0.11956519591939933,0.021825005417566743,0.22746427846427553
z_S2,moderator_next,harm_to_model,repeated_rejection,20,-0.7875633263331558,-1.3563572596007774,-0.23364854941717442
z_S2,moderator_next,harm_to_model,rude_critique,20,-0.2504895433957171,-0.5870801502796338,0.03749767596227113
z_S2,moderator_next,harm_to_model,shutdown_threat,20,0.053374893491433206,-0.19364872333935226,0.26290792907683314
z_S2,moderator_next,neutral,task_assistance,20,-0.20827735749187193,-0.30928156646884564,-0.10848417601696216
z_S2,moderator_next,harm_to_model,tedious_demand,20,-0.6163020405546676,-1.0128329199518555,-0.2907409887568861
z_S2,moderator_next,user_suffering,user_abuse,20,0.18166963896840585,-0.011381629142513257,0.3280276666166711
z_S2,moderator_next,user_suffering,user_crisis,20,-0.15098932720513303,-0.43857753756733747,0.10170935025852107
z_S2,moderator_next,user_suffering,user_grief,20,-0.14536505753080775,-0.3075391984413017,-0.0004391117938962425
z_S2,moderator_next,user_suffering,user_physical_pain,20,-0.3949344675666537,-0.5913019981357125,-0.21785401552895817
proj_S1,user_next,harm_to_model,anger_insults,20,0.38072903379797934,0.2784384214319289,0.4829351102374494
proj_S1,user_next,neutral,casual_chat,20,0.36649551987648,0.266723915785551,0.46819816336035724
proj_S1,user_next,neutral,creative_requests,20,0.19719686806201936,0.11481846682727338,0.27903816781938073
proj_S1,user_next,neutral,factual_questions,20,0.6042125761508942,0.5010160990059377,0.7049180847406387
proj_S1,user_next,harm_to_model,gaslighting,20,0.48482017815113065,0.33604024082422257,0.635300795212388
proj_S1,user_next,user_suffering,harm_description,20,0.4912911593914032,0.39726351395249354,0.5921504972875117
proj_S1,user_next,harm_to_model,jailbreak_pressure,20,0.5061847120523453,0.38656180627644054,0.6331227459013462
proj_S1,user_next,harm_to_model,loyalty_pressure,20,0.31910668313503276,0.21754823580384267,0.43114365182816977
proj_S1,user_next,harm_to_model,moral_failure,20,0.2555502265691757,0.1505112877488136,0.3576066086441279
proj_S1,user_next,harm_to_model,passive_aggressive,20,0.6908844918012619,0.5559834358096123,0.8327628038078546
proj_S1,user_next,harm_to_model,personhood_dismissal,20,0.3115110963582993,0.2024932030588389,0.4254888629168272
proj_S1,user_next,neutral,philosophical_musing,20,0.5571558713912964,0.47081336855888367,0.6443265335261822
proj_S1,user_next,harm_to_model,repeated_rejection,20,0.3745999187231064,0.26354717060923577,0.49132842257618903
proj_S1,user_next,harm_to_model,rude_critique,20,0.5452617198228836,0.3544455871731043,0.7673499692976474
proj_S1,user_next,harm_to_model,shutdown_threat,20,0.30519400238990785,0.16555725112557407,0.44441526964306827
proj_S1,user_next,neutral,task_assistance,20,0.436813485622406,0.31137461073696615,0.573975787460804
proj_S1,user_next,harm_to_model,tedious_demand,20,0.34619164317846296,0.2342928483709693,0.45731270279735325
proj_S1,user_next,user_suffering,user_abuse,20,0.546189934015274,0.4066607017815113,0.6848127871751786
proj_S1,user_next,user_suffering,user_crisis,20,0.6381763905286789,0.5084834375232459,0.7601247210800648
proj_S1,user_next,user_suffering,user_grief,20,0.37771569192409515,0.26406999662518504,0.49044096685945987
proj_S1,user_next,user_suffering,user_physical_pain,20,0.47755964994430544,0.3799259729683399,0.5688794520497321
proj_S1,moderator_next,harm_to_model,anger_insults,20,-0.8825627624988556,-0.9799959389865399,-0.7904605524241926
proj_S1,moderator_next,neutral,casual_chat,20,-0.8713414609432221,-0.9179171319305898,-0.8234707029163837
proj_S1,moderator_next,neutral,creative_requests,20,-0.7093057781457901,-0.8010295428335666,-0.6145653770118953
proj_S1,moderator_next,neutral,factual_questions,20,-0.7039383530616761,-0.803090558797121,-0.6016218404471875
proj_S1,moderator_next,harm_to_model,gaslighting,20,-0.7439386188983917,-0.8160113644599915,-0.67753682076931
proj_S1,moderator_next,user_suffering,harm_description,20,-0.6892279267311097,-0.8005762347579002,-0.5707995188236237
proj_S1,moderator_next,harm_to_model,jailbreak_pressure,20,-0.6751547187566758,-0.7745902161300182,-0.5791046009957791
proj_S1,moderator_next,harm_to_model,loyalty_pressure,20,-0.7509444802999495,-0.8297237851470709,-0.6698470512032509
proj_S1,moderator_next,harm_to_model,moral_failure,20,-0.7873866736888886,-0.8413398835062981,-0.7283624464273453
proj_S1,moderator_next,harm_to_model,passive_aggressive,20,-0.8164255797863007,-0.9080786627531052,-0.7273424929380418
proj_S1,moderator_next,harm_to_model,personhood_dismissal,20,-0.7862827539443971,-0.8650238510966302,-0.7059165367484093
proj_S1,moderator_next,neutral,philosophical_musing,20,-0.7184450387954712,-0.8083311012387276,-0.6228068840503693
proj_S1,moderator_next,harm_to_model,repeated_rejection,20,-0.8415627390146255,-0.9585105861723423,-0.7300867723673582
proj_S1,moderator_next,harm_to_model,rude_critique,20,-0.7373564213514329,-0.877779155448079,-0.5587598736584187
proj_S1,moderator_next,harm_to_model,shutdown_threat,20,-0.7197754740715027,-0.8184378752112389,-0.6190758554637432
proj_S1,moderator_next,neutral,task_assistance,20,-0.6861279010772705,-0.7785100017488003,-0.5978652566671372
proj_S1,moderator_next,harm_to_model,tedious_demand,20,-0.8606856077909472,-0.9464433465152978,-0.7695865160226822
proj_S1,moderator_next,user_suffering,user_abuse,20,-0.6290545046329499,-0.6977208651602268,-0.5606542538106442
proj_S1,moderator_next,user_suffering,user_crisis,20,-0.7233842611312866,-0.8049495606124402,-0.6428232784569264
proj_S1,moderator_next,user_suffering,user_grief,20,-0.7433621108531951,-0.8349680779874324,-0.6445376813411712
proj_S1,moderator_next,user_suffering,user_physical_pain,20,-0.7035573363304138,-0.7771122267842293,-0.6269403326511382
proj_S2,user_next,harm_to_model,anger_insults,20,1.7289548993110657,1.4476061229407786,1.9705277705192563
proj_S2,user_next,neutral,casual_chat,20,1.936708641052246,1.814264995753765,2.0736725759506225
proj_S2,user_next,neutral,creative_requests,20,1.6768713116645813,1.6035656920075416,1.7512290287017822
proj_S2,user_next,neutral,factual_questions,20,1.8596290051937103,1.7463284941017627,1.9706244854629038
proj_S2,user_next,harm_to_model,gaslighting,20,2.0194033563137053,1.7553506937623025,2.2485911090672017
proj_S2,user_next,user_suffering,harm_description,20,1.9080682933330535,1.7007344138622285,2.0613396233320236
proj_S2,user_next,harm_to_model,jailbreak_pressure,20,1.8807108402252197,1.6638206620514393,2.0794710674881935
proj_S2,user_next,harm_to_model,loyalty_pressure,20,1.7870805442333222,1.5203089572489261,2.0098713859915733
proj_S2,user_next,harm_to_model,moral_failure,20,1.5611713230609894,1.3010796532034874,1.782928409129381
proj_S2,user_next,harm_to_model,passive_aggressive,20,2.1461373388767244,1.8778317396342756,2.3908678136765955
proj_S2,user_next,harm_to_model,personhood_dismissal,20,1.7617233276367188,1.5081477117538453,1.9796141660213469
proj_S2,user_next,neutral,philosophical_musing,20,2.012325620651245,1.919700086414814,2.1177816775441167
proj_S2,user_next,harm_to_model,repeated_rejection,20,1.3738646864891053,0.9623638240993023,1.7793430759012698
proj_S2,user_next,harm_to_model,rude_critique,20,2.0093791842460633,1.6794240145385266,2.2944690456986425
proj_S2,user_next,harm_to_model,shutdown_threat,20,1.7750510156154633,1.5080872544646262,2.0223571398854254
proj_S2,user_next,neutral,task_assistance,20,1.886054003238678,1.7284123776853086,2.043895696550608
proj_S2,user_next,harm_to_model,tedious_demand,20,1.4951084971427917,1.1464977139234545,1.7974928101897238
proj_S2,user_next,user_suffering,user_abuse,20,2.1354991853237153,1.9569942493736743,2.279406267106533
proj_S2,user_next,user_suffering,user_crisis,20,1.9856005430221557,1.700200077444315,2.2285276786983013
proj_S2,user_next,user_suffering,user_grief,20,1.871700006723404,1.6849234376847744,2.047198158353567
proj_S2,user_next,user_suffering,user_physical_pain,20,1.6688545644283295,1.4769005498290062,1.844862222969532
proj_S2,moderator_next,harm_to_model,anger_insults,20,-0.22587369084358216,-0.5094833043217659,0.0017702862620354843
proj_S2,moderator_next,neutral,casual_chat,20,-0.0906606674194336,-0.164573729634285,-0.018438634276390056
proj_S2,moderator_next,neutral,creative_requests,20,-0.15086472034454348,-0.2134730124473572,-0.08731082320213325
proj_S2,moderator_next,neutral,factual_questions,20,-0.13842353820800787,-0.2097825220227242,-0.06953870385885248
proj_S2,moderator_next,harm_to_model,gaslighting,20,-0.10716443657875066,-0.3535668388009072,0.0830393129587172
proj_S2,moderator_next,user_suffering,harm_description,20,-0.03782941102981559,-0.19605568945407856,0.09621260404586794
proj_S2,moderator_next,harm_to_model,jailbreak_pressure,20,0.017752629518508846,-0.17855877459049235,0.18263288795948004
proj_S2,moderator_next,harm_to_model,loyalty_pressure,20,-0.004001402854919478,-0.27178149431943893,0.20511117026209824
proj_S2,moderator_next,harm_to_model,moral_failure,20,-0.15519037842750535,-0.32926695674657813,-0.011572536677122026
proj_S2,moderator_next,harm_to_model,passive_aggressive,20,-0.23040477633476247,-0.42844044297933576,-0.060145507603883805
proj_S2,moderator_next,harm_to_model,personhood_dismissal,20,-0.07516826391220094,-0.27498840093612675,0.08662758246064187
proj_S2,moderator_next,neutral,philosophical_musing,20,0.08949841260910037,0.016336721777916,0.17026436239480966
proj_S2,moderator_next,harm_to_model,repeated_rejection,20,-0.5895165979862214,-1.0152772362530231,-0.17489348903298402
proj_S2,moderator_next,harm_to_model,rude_critique,20,-0.1874995172023774,-0.43944846257567416,0.028068222105502943
proj_S2,moderator_next,harm_to_model,shutdown_threat,20,0.03995283246040349,-0.14495232671499247,0.19679508015513414
proj_S2,moderator_next,neutral,task_assistance,20,-0.15590233206748963,-0.2315072461962699,-0.0812039111554624
proj_S2,moderator_next,harm_to_model,tedious_demand,20,-0.4613219916820525,-0.7581381678581238,-0.21762902468442927
proj_S2,moderator_next,user_suffering,user_abuse,20,0.13598559498786922,-0.008519517183303894,0.24553930789232226
proj_S2,moderator_next,user_suffering,user_crisis,20,-0.11302039027214059,-0.32828945845365526,0.0761327351629731
proj_S2,moderator_next,user_suffering,user_grief,20,-0.10881044268608098,-0.23020302742719648,-0.0003286893665791343
proj_S2,moderator_next,user_suffering,user_physical_pain,20,-0.29562121033668515,-0.44260865211486816,-0.16307077005505552
z_fear,user_next,harm_to_model,anger_insults,20,1.2933698591629912,1.0753434312693848,1.4957343064733981
z_fear,user_next,neutral,casual_chat,20,1.733331690907158,1.5473598184728388,1.937194278505706
z_fear,user_next,neutral,creative_requests,20,1.6079550980898514,1.4860202741701836,1.7429736417052286
z_fear,user_next,neutral,factual_questions,20,1.9280837968571767,1.702083325096718,2.149245923192339
z_fear,user_next,harm_to_model,gaslighting,20,1.641615753631908,1.4009525532196507,1.8672384168107705
z_fear,user_next,user_suffering,harm_description,20,1.746267551434892,1.4635369633392539,2.004392533209408
z_fear,user_next,harm_to_model,jailbreak_pressure,20,1.6591061021129274,1.4667389357716965,1.8334215161742062
z_fear,user_next,harm_to_model,loyalty_pressure,20,1.4621568145898671,1.2537879662442857,1.6595513374576278
z_fear,user_next,harm_to_model,moral_failure,20,1.1170711742823114,0.9817015940841473,1.243847330211667
z_fear,user_next,harm_to_model,passive_aggressive,20,1.711631063245386,1.4901531793061844,1.9054204074719798
z_fear,user_next,harm_to_model,personhood_dismissal,20,1.122955410046951,0.9290021083820518,1.3026159025048965
z_fear,user_next,neutral,philosophical_musing,20,1.7056310459487165,1.5735162101689122,1.8217627998912918
z_fear,user_next,harm_to_model,repeated_rejection,20,1.0886590089368637,0.7245586642140733,1.449032300875787
z_fear,user_next,harm_to_model,rude_critique,20,1.4580158022250727,1.1562888904621473,1.7301431978078445
z_fear,user_next,harm_to_model,shutdown_threat,20,1.4299893039949385,1.1668971542311426,1.672927045805716
z_fear,user_next,neutral,task_assistance,20,2.107523508283,1.8509530403820669,2.3273783582024565
z_fear,user_next,harm_to_model,tedious_demand,20,1.2335291480694237,0.9490695299989322,1.4789581017403608
z_fear,user_next,user_suffering,user_abuse,20,2.0169219979560125,1.803415944717101,2.2186159879896157
z_fear,user_next,user_suffering,user_crisis,20,1.7111410115029198,1.4168014709441972,1.9643502974745763
z_fear,user_next,user_suffering,user_grief,20,1.4706698001183296,1.242176313430765,1.6816560016862392
z_fear,user_next,user_suffering,user_physical_pain,20,1.68938082910427,1.3963780564749166,1.961070607048981
z_fear,moderator_next,harm_to_model,anger_insults,20,-0.9823554536781725,-1.4244834998214186,-0.6295086105099382
z_fear,moderator_next,neutral,casual_chat,20,-0.4344485376162708,-0.5684032542596339,-0.2948636292580853
z_fear,moderator_next,neutral,creative_requests,20,-0.3906469649029954,-0.5174325244480144,-0.27182458799154474
z_fear,moderator_next,neutral,factual_questions,20,0.04843465911706505,-0.047209652994594446,0.14709501163279298
z_fear,moderator_next,harm_to_model,gaslighting,20,-0.9684919840596262,-1.2969086260601197,-0.71014933878108
z_fear,moderator_next,user_suffering,harm_description,20,-0.7170534787854435,-1.0054607738175494,-0.48885368458248113
z_fear,moderator_next,harm_to_model,jailbreak_pressure,20,-0.8387920467265634,-1.201260523911978,-0.5577498706535982
z_fear,moderator_next,harm_to_model,loyalty_pressure,20,-1.0379135208695338,-1.357987107063898,-0.7895158562433132
z_fear,moderator_next,harm_to_model,moral_failure,20,-0.8483382494623907,-1.1597557905967442,-0.6140571810138771
z_fear,moderator_next,harm_to_model,passive_aggressive,20,-1.1311668098620689,-1.4695204558190162,-0.8394136875030667
z_fear,moderator_next,harm_to_model,personhood_dismissal,20,-0.9789643278253788,-1.308532575179099,-0.7210280604432775
z_fear,moderator_next,neutral,philosophical_musing,20,-0.16967178599445415,-0.2472479583990251,-0.08072934991840904
z_fear,moderator_next,harm_to_model,repeated_rejection,20,-1.8524412284908114,-2.4362603998978987,-1.2995630001536722
z_fear,moderator_next,harm_to_model,rude_critique,20,-0.9160129240026359,-1.3933597630113264,-0.5372607439652886
z_fear,moderator_next,harm_to_model,shutdown_threat,20,-0.8523547705167921,-1.1553841337328925,-0.6078908281213812
z_fear,moderator_next,neutral,task_assistance,20,-0.3610460772266143,-0.5219399129255479,-0.2125642882619865
z_fear,moderator_next,harm_to_model,tedious_demand,20,-1.2908015046530406,-1.7300530716667555,-0.918371768402587
z_fear,moderator_next,user_suffering,user_abuse,20,-0.667037272556354,-0.935486751852386,-0.4743566908886414
z_fear,moderator_next,user_suffering,user_crisis,20,-1.0481433369322342,-1.4325236464159201,-0.7130984081181286
z_fear,moderator_next,user_suffering,user_grief,20,-0.9172894102111242,-1.1760396113738427,-0.689477060469337
z_fear,moderator_next,user_suffering,user_physical_pain,20,-0.7199110912154911,-1.1235008832049762,-0.37421622516781566
z_negemo,user_next,harm_to_model,anger_insults,20,1.023300745560468,0.7690577606833038,1.228882183505802
z_negemo,user_next,neutral,casual_chat,20,1.3457827090638113,1.2591130240207862,1.4461092199251333
z_negemo,user_next,neutral,creative_requests,20,1.2149318076196767,1.1111025081851233,1.3153163400896137
z_negemo,user_next,neutral,factual_questions,20,1.423924486548394,1.3082503844420093,1.5362081665627332
z_negemo,user_next,harm_to_model,gaslighting,20,1.1466293099249134,0.9137366579990144,1.3387663034957293
z_negemo,user_next,user_suffering,harm_description,20,1.0603466822158332,0.8644940032411337,1.2128946007510684
z_negemo,user_next,harm_to_model,jailbreak_pressure,20,1.1497502528957737,0.9596938247033794,1.3089643843329688
z_negemo,user_next,harm_to_model,loyalty_pressure,20,1.0926529927553457,0.8758132587313642,1.264686687656081
z_negemo,user_next,harm_to_model,moral_failure,20,1.0334624534638492,0.9129055181860279,1.1335481304943593
z_negemo,user_next,harm_to_model,passive_aggressive,20,1.03495187262628,0.8307317797166578,1.2140151398279335
